month_year,state,district,pincode,assi,anom_score,type
2025-09,Maharashtra,Kolhapur,416526,80.60000000000001,6.157894736842105,MoM Spike
2025-09,Maharashtra,Kolhapur,416552,56.5,5.249999999999999,MoM Spike
2025-07,Maharashtra,Mumbai,400026,25.0,3.482758620689655,MoM Spike
2025-09,Maharashtra,Mumbai,400029,40.6,3.425531914893617,MoM Spike
2025-07,Maharashtra,Mumbai,400037,378.9,3.985564304461942,MoM Spike
2025-09,Maharashtra,Mumbai City,400014,36.2,4.027027027027027,MoM Spike
2025-09,Maharashtra,Mumbai City,400033,56.400000000000006,3.4153846153846157,MoM Spike
2025-07,Maharashtra,Mumbai Suburban,400043,1310.8000000000002,6.4112994350282495,MoM Spike
2025-07,Maharashtra,Mumbai Suburban,400050,94.1,3.443925233644859,MoM Spike
2025-07,Maharashtra,Mumbai Suburban,400053,109.3,3.634453781512605,MoM Spike
2025-07,Maharashtra,Mumbai Suburban,400059,130.4,3.977272727272727,MoM Spike
2025-07,Maharashtra,Mumbai Suburban,400071,185.5,3.9078947368421053,MoM Spike
2025-07,Maharashtra,Mumbai Suburban,400072,654.3,6.549539170506912,MoM Spike
2025-07,Maharashtra,Mumbai Suburban,400076,55.1,4.724489795918367,MoM Spike
2025-07,Maharashtra,Mumbai Suburban,400078,320.1,3.5481586402266285,MoM Spike
2025-07,Maharashtra,Mumbai Suburban,400080,125.5,4.06,MoM Spike
2025-07,Maharashtra,Mumbai Suburban,400088,188.0,4.25,MoM Spike
2025-09,Maharashtra,Nagpur,441201,103.9,3.5215517241379306,MoM Spike
2025-09,Maharashtra,Nanded,431742,214.1,5.518181818181818,MoM Spike
2025-07,Maharashtra,Nandurbar,425409,574.4,3.5235849056603774,MoM Spike
2025-07,Maharashtra,Nandurbar,425432,436.3,3.462244897959184,MoM Spike
2025-09,Maharashtra,Nashik,422305,234.5,3.5288461538461537,MoM Spike
2025-07,Maharashtra,Nashik,423212,245.9,5.672972972972973,MoM Spike
2025-07,Maharashtra,Palghar,401208,608.5,4.643518518518518,MoM Spike
2025-09,Maharashtra,Palghar,401401,20.3,3.630434782608696,MoM Spike
2025-05,Maharashtra,Palghar,401607,79.0,5.896551724137931,MoM Spike
2025-12,Maharashtra,Parbhani,431512,17.400000000000002,4.111111111111112,MoM Spike
2025-11,Maharashtra,Pune,410302,6.800000000000001,3.8750000000000004,MoM Spike
2025-11,Maharashtra,Pune,410403,25.9,3.4098360655737703,MoM Spike
2025-07,Maharashtra,Pune,411028,487.7,3.5418215613382893,MoM Spike
2025-07,Maharashtra,Pune,411048,627.0999999999999,5.753763440860214,MoM Spike
2025-07,Maharashtra,Pune,411062,190.0,4.276243093922652,MoM Spike
2025-11,Maharashtra,Pune,413802,35.0,10.249999999999998,MoM Spike
2025-04,Maharashtra,Raigad,410206,276.6,13.02020202020202,MoM Spike
2025-07,Maharashtra,Raigad,410206,595.9,5.230688935281837,MoM Spike
2025-09,Maharashtra,Raigad,410208,39.0,5.451612903225806,MoM Spike
2025-09,Maharashtra,Raigad,410209,27.0,7.235294117647059,MoM Spike
2025-07,Maharashtra,Raigad,410210,86.2,8.27659574468085,MoM Spike
2025-09,Maharashtra,Raigarh,410209,16.3,4.088235294117647,MoM Spike
2025-09,Maharashtra,Raigarh,410222,48.5,3.4196428571428568,MoM Spike
2025-09,Maharashtra,Ratnagiri,415608,91.4,3.8631578947368426,MoM Spike
2025-09,Maharashtra,Ratnagiri,415610,46.1,5.728571428571429,MoM Spike
2025-09,Maharashtra,Ratnagiri,415611,83.80000000000001,4.047619047619048,MoM Spike
2025-09,Maharashtra,Ratnagiri,415621,44.6,3.6530612244897953,MoM Spike
2025-09,Maharashtra,Ratnagiri,415640,26.300000000000004,4.250000000000001,MoM Spike
2025-09,Maharashtra,Ratnagiri,415702,44.7,7.462962962962964,MoM Spike
2025-09,Maharashtra,Ratnagiri,415708,47.400000000000006,6.11764705882353,MoM Spike
2025-07,Maharashtra,Ratnagiri,415715,15.200000000000001,3.764705882352941,MoM Spike
2025-09,Maharashtra,Ratnagiri,415719,44.6,8.5,MoM Spike
2025-09,Maharashtra,Ratnagiri,415722,67.2,3.4868421052631575,MoM Spike
2025-09,Maharashtra,Ratnagiri,415730,34.7,3.8243243243243246,MoM Spike
2025-09,Maharashtra,Ratnagiri,415804,185.1,3.629353233830845,MoM Spike
2025-09,Maharashtra,Ratnagiri,416707,47.7,4.180851063829787,MoM Spike
2025-11,Maharashtra,Ratnagiri,416713,27.900000000000002,3.37878787878788,MoM Spike
2025-09,Maharashtra,Sangli,415303,94.60000000000001,6.242424242424242,MoM Spike
2025-09,Maharashtra,Sangli,415412,52.2,3.7499999999999996,MoM Spike
2025-09,Maharashtra,Sangli,416309,79.8,3.867469879518071,MoM Spike
2025-09,Maharashtra,Sangli,416316,47.2,5.513513513513514,MoM Spike
2025-09,Maharashtra,Sangli,416401,60.800000000000004,6.186046511627906,MoM Spike
2025-09,Maharashtra,Sangli,416406,48.9,4.197916666666667,MoM Spike
2025-09,Maharashtra,Sangli,416407,86.0,4.058139534883721,MoM Spike
2025-09,Maharashtra,Sangli,416415,46.9,3.4351851851851842,MoM Spike
2025-11,Maharashtra,Sangli,416419,29.300000000000004,3.80952380952381,MoM Spike
2025-09,Maharashtra,Satara,412802,133.60000000000002,4.257812500000001,MoM Spike
2025-09,Maharashtra,Satara,412803,381.40000000000003,4.325905292479109,MoM Spike
2025-09,Maharashtra,Satara,412804,55.300000000000004,5.119565217391304,MoM Spike
2025-09,Maharashtra,Satara,412806,150.2,3.7249999999999996,MoM Spike
2025-09,Maharashtra,Satara,415011,124.0,3.770992366412213,MoM Spike
2025-09,Maharashtra,Satara,415015,82.6,3.3541666666666665,MoM Spike
2025-09,Maharashtra,Satara,415020,38.2,4.0256410256410255,MoM Spike
2025-09,Maharashtra,Satara,415102,60.00000000000001,3.919354838709678,MoM Spike
2025-09,Maharashtra,Satara,415505,82.4,3.6333333333333337,MoM Spike
2025-09,Maharashtra,Satara,415508,314.6,4.260000000000001,MoM Spike
2025-09,Maharashtra,Satara,415514,104.9,5.537037037037036,MoM Spike
2025-09,Maharashtra,Satara,415517,32.2,4.533333333333334,MoM Spike
2025-09,Maharashtra,Satara,415526,57.0,5.590909090909091,MoM Spike
2025-09,Maharashtra,Satara,415536,50.4,5.5897435897435885,MoM Spike
2025-09,Maharashtra,Sindhudurg,416519,33.1,4.166666666666666,MoM Spike
2025-09,Maharashtra,Sindhudurg,416534,17.6,4.470588235294118,MoM Spike
2025-09,Maharashtra,Sindhudurg,416604,38.199999999999996,7.166666666666665,MoM Spike
2025-09,Maharashtra,Sindhudurg,416606,84.5,6.63392857142857,MoM Spike
2025-09,Maharashtra,Sindhudurg,416608,17.7,3.452380952380952,MoM Spike
2025-09,Maharashtra,Sindhudurg,416610,36.7,10.78125,MoM Spike
2025-09,Maharashtra,Sindhudurg,416611,47.400000000000006,8.680000000000001,MoM Spike
2025-09,Maharashtra,Sindhudurg,416613,24.200000000000003,3.3448275862068964,MoM Spike
2025-09,Maharashtra,Sindhudurg,416614,31.700000000000003,4.637931034482758,MoM Spike
2025-09,Maharashtra,Sindhudurg,416616,20.5,4.657894736842104,MoM Spike
2025-09,Maharashtra,Sindhudurg,416630,13.9,3.966666666666667,MoM Spike
2025-11,Maharashtra,Solapur,413217,36.7,5.854545454545455,MoM Spike
2025-11,Maharashtra,Solapur,413224,92.3,7.113043478260869,MoM Spike
2025-09,Maharashtra,Thane,401301,17.5,3.8684210526315783,MoM Spike
2025-09,Maharashtra,Thane,401302,17.0,4.625,MoM Spike
2025-09,Maharashtra,Thane,401501,31.700000000000003,7.605263157894737,MoM Spike
2025-09,Maharashtra,Thane,401604,31.4,8.529411764705882,MoM Spike
2025-09,Maharashtra,Thane,421003,14.8,4.266666666666667,MoM Spike
2025-09,Maharashtra,Thane,421303,28.0,5.041666666666666,MoM Spike
2025-07,Manipur,Bishnupur,795126,371.6,12.307142857142859,MoM Spike
2025-07,Manipur,Bishnupur,795133,440.20000000000005,6.304635761589404,MoM Spike
2025-07,Manipur,Bishnupur,795134,414.20000000000005,12.222929936305734,MoM Spike
2025-07,Manipur,Chandel,795101,15.200000000000001,3.5000000000000004,MoM Spike
2025-07,Manipur,Chandel,795127,50.2,3.740740740740741,MoM Spike
2025-10,Manipur,Chandel,795148,3.4,3.4,MoM Spike
2025-07,Manipur,Churachandpur,795117,52.6,7.375,MoM Spike
2025-07,Manipur,Churachandpur,795133,19.400000000000002,4.999999999999999,MoM Spike
2025-07,Manipur,Imphal East,795002,123.0,7.857142857142857,MoM Spike
2025-10,Manipur,Imphal East,795002,163.4,3.59217877094972,MoM Spike
2025-07,Manipur,Imphal East,795003,169.4,52.25,MoM Spike
2025-07,Manipur,Imphal East,795005,654.2,24.999999999999996,MoM Spike
2025-07,Manipur,Imphal East,795008,526.8000000000001,22.562500000000004,MoM Spike
2025-07,Manipur,Imphal East,795010,634.6,12.639484978540771,MoM Spike
2025-07,Manipur,Imphal East,795114,343.6,14.663636363636364,MoM Spike
2025-07,Manipur,Imphal East,795116,75.2,9.026315789473685,MoM Spike
2025-07,Manipur,Imphal East,795130,141.20000000000002,31.318181818181817,MoM Spike
2025-07,Manipur,Imphal East,795138,30.6,9.533333333333333,MoM Spike
2025-07,Manipur,Imphal East,795149,329.20000000000005,14.009090909090911,MoM Spike
2025-07,Manipur,Imphal West,795001,471.6,7.1482758620689655,MoM Spike
2025-07,Manipur,Imphal West,795003,189.8,11.55263157894737,MoM Spike
2025-07,Manipur,Imphal West,795004,125.4,5.019047619047619,MoM Spike
2025-07,Manipur,Imphal West,795008,84.60000000000001,11.22857142857143,MoM Spike
2025-07,Manipur,Imphal West,795009,365.6,16.625,MoM Spike
2025-07,Manipur,Imphal West,795113,166.4,3.8103448275862064,MoM Spike
2025-07,Manipur,Imphal West,795130,85.2,11.676470588235293,MoM Spike
2025-11,Manipur,Imphal West,795130,120.3,3.379061371841155,MoM Spike
2025-07,Manipur,Imphal West,795132,377.8,13.913385826771654,MoM Spike
2025-07,Manipur,Imphal West,795134,76.4,4.953846153846154,MoM Spike
2025-11,Manipur,Imphal West,795134,197.89999999999998,4.13953488372093,MoM Spike
2025-07,Manipur,Imphal West,795136,65.4,3.3684210526315788,MoM Spike
2025-07,Manipur,Imphal West,795140,50.2,4.224489795918368,MoM Spike
2025-07,Manipur,Imphal West,795146,81.4,4.15,MoM Spike
2025-11,Manipur,Imphal West,795146,411.6,6.276895943562611,MoM Spike
2025-07,Manipur,Jiribam,795116,26.0,7.4375,MoM Spike
2025-07,Manipur,Kakching,795101,25.400000000000002,7.800000000000001,MoM Spike
2025-07,Manipur,Kakching,795103,69.2,5.267857142857142,MoM Spike
2025-07,Manipur,Senapati,795007,96.60000000000001,8.384615384615385,MoM Spike
2025-07,Manipur,Senapati,795015,108.4,8.945454545454545,MoM Spike
2025-07,Manipur,Senapati,795104,215.4,24.76190476190476,MoM Spike
2025-07,Manipur,Senapati,795106,78.2,5.491803278688524,MoM Spike
2025-07,Manipur,Senapati,795112,23.8,3.592592592592592,MoM Spike
2025-07,Manipur,Senapati,795134,13.4,3.8000000000000003,MoM Spike
2025-07,Manipur,Senapati,795150,83.0,14.555555555555554,MoM Spike
2025-10,Manipur,Senapati,795150,44.8,3.3619047619047615,MoM Spike
2025-07,Manipur,Thoubal,795101,121.2,12.0,MoM Spike
2025-07,Manipur,Thoubal,795103,461.40000000000003,8.10236220472441,MoM Spike
2025-07,Manipur,Thoubal,795130,345.0,18.659090909090907,MoM Spike
2025-07,Manipur,Thoubal,795132,276.2,21.35483870967742,MoM Spike
2025-07,Manipur,Thoubal,795138,323.40000000000003,4.751773049645389,MoM Spike
2025-07,Manipur,Thoubal,795148,387.20000000000005,7.4025974025974035,MoM Spike
2025-07,Manipur,Thoubal,795149,137.20000000000002,10.516666666666667,MoM Spike
2025-07,Manipur,Ukhrul,795142,208.4,5.30722891566265,MoM Spike
2025-11,Manipur,Ukhrul,795143,5.9,4.75,MoM Spike
2025-07,Manipur,Ukhrul,795145,119.80000000000001,5.163265306122449,MoM Spike
2025-07,Manipur,Ukhrul,795149,21.200000000000003,3.4400000000000004,MoM Spike
2025-04,Meghalaya,East Garo Hills,794110,337.6,21.573333333333334,MoM Spike
2025-04,Meghalaya,East Garo Hills,794111,498.1,18.196153846153848,MoM Spike
2025-04,Meghalaya,East Jaintia Hills,793160,264.3,5.30166270783848,MoM Spike
2025-04,Meghalaya,East Jaintia Hills,793200,377.8,8.712820512820514,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793001,133.3,9.658730158730158,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793002,153.8,8.439024390243903,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793003,41.1,6.258620689655171,MoM Spike
2025-07,Meghalaya,East Khasi Hills,793003,36.1,7.833333333333333,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793005,144.9,24.155172413793103,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793006,100.9,7.491666666666667,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793008,111.1,5.594117647058823,MoM Spike
2025-07,Meghalaya,East Khasi Hills,793008,81.3,15.459999999999999,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793009,212.9,27.52,MoM Spike
2025-07,Meghalaya,East Khasi Hills,793009,67.9,9.43939393939394,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793010,44.7,9.880952380952381,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793014,46.1,9.704545454545455,MoM Spike
2025-07,Meghalaya,East Khasi Hills,793014,28.9,5.795454545454545,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793015,474.4,5.93002915451895,MoM Spike
2025-07,Meghalaya,East Khasi Hills,793017,44.4,14.133333333333333,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793019,43.4,8.652173913043478,MoM Spike
2025-07,Meghalaya,East Khasi Hills,793019,55.6,15.647058823529411,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793021,83.7,3.731843575418995,MoM Spike
2025-07,Meghalaya,East Khasi Hills,793021,63.8,10.172413793103447,MoM Spike
2025-05,Meghalaya,East Khasi Hills,793022,27.0,5.363636363636363,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793110,385.4,9.977272727272727,MoM Spike
2025-04,Meghalaya,East Khasi Hills,793121,663.3,5.266981132075471,MoM Spike
2025-04,Meghalaya,North Garo Hills,794002,303.3,18.506410256410255,MoM Spike
2025-09,Meghalaya,North Garo Hills,794002,114.4,10.540000000000001,MoM Spike
2025-04,Meghalaya,North Garo Hills,794108,124.9,8.8359375,MoM Spike
2025-07,Meghalaya,North Garo Hills,794108,64.7,16.289473684210527,MoM Spike
2025-04,Meghalaya,North Garo Hills,794112,62.7,12.270833333333332,MoM Spike
2025-09,Meghalaya,North Garo Hills,794112,48.099999999999994,6.014285714285713,MoM Spike
2025-04,Meghalaya,Ri Bhoi,781131,87.0,7.8,MoM Spike
2025-07,Meghalaya,Ri Bhoi,793101,47.8,10.09090909090909,MoM Spike
2025-04,Meghalaya,Ri Bhoi,793102,305.5,4.293609671848014,MoM Spike
2025-04,Meghalaya,Ri Bhoi,793103,231.1,6.344936708860759,MoM Spike
2025-04,Meghalaya,Ri Bhoi,793105,272.0,4.921908893709327,MoM Spike
2025-07,Meghalaya,Ri Bhoi,793105,313.0,43.857142857142854,MoM Spike
2025-11,Meghalaya,Ri Bhoi,793122,27.1,5.2444444444444445,MoM Spike
2025-04,Meghalaya,South Garo Hills,794102,182.0,8.15,MoM Spike
2025-04,Meghalaya,South Garo Hills,794103,92.8,9.307692307692305,MoM Spike
2025-09,Meghalaya,South Garo Hills,794103,85.60000000000001,15.037037037037036,MoM Spike
2025-04,Meghalaya,South Garo Hills,794114,82.0,9.121951219512196,MoM Spike
2025-04,Meghalaya,South West Garo Hills,794105,364.2,17.07920792079208,MoM Spike
2025-09,Meghalaya,South West Garo Hills,794105,101.9,4.415789473684211,MoM Spike
2025-04,Meghalaya,South West Garo Hills,794115,388.2,20.384615384615387,MoM Spike
2025-11,Meghalaya,South West Khasi Hills,793106,115.7,4.610576923076923,MoM Spike
2025-04,Meghalaya,South West Khasi Hills,793119,82.9,14.537037037037036,MoM Spike
2025-04,Meghalaya,West Garo Hills,794001,114.3,6.251572327044024,MoM Spike
2025-04,Meghalaya,West Garo Hills,794002,255.0,8.660377358490566,MoM Spike
2025-07,Meghalaya,West Garo Hills,794002,275.2,36.32432432432432,MoM Spike
2025-04,Meghalaya,West Garo Hills,794005,119.9,10.625,MoM Spike
2025-04,Meghalaya,West Garo Hills,794101,78.8,11.468749999999998,MoM Spike
2025-07,Meghalaya,West Garo Hills,794101,43.4,8.652173913043478,MoM Spike
2025-04,Meghalaya,West Garo Hills,794103,285.5,9.494505494505495,MoM Spike
2025-04,Meghalaya,West Garo Hills,794104,485.0,6.105263157894736,MoM Spike
2025-04,Meghalaya,West Garo Hills,794105,175.3,9.370588235294118,MoM Spike
2025-04,Meghalaya,West Jaintia Hills,793109,137.5,17.223684210526315,MoM Spike
2025-04,Meghalaya,West Jaintia Hills,793151,342.5,8.842406876790832,MoM Spike
2025-04,Meghalaya,West Jaintia Hills,793161,63.0,3.4444444444444446,MoM Spike
2025-04,Meghalaya,West Khasi Hills,793120,614.7,13.521226415094342,MoM Spike
2025-09,Mizoram,Aizawl,796111,22.900000000000002,4.431818181818182,MoM Spike
2025-10,Mizoram,Aizawl,796410,76.5,4.098684210526316,MoM Spike
2025-10,Mizoram,Champhai,796261,18.8,6.071428571428572,MoM Spike
2025-09,Mizoram,Champhai,796320,45.7,7.051724137931035,MoM Spike
2025-10,Mizoram,Kolasib,796014,13.100000000000001,7.812500000000001,MoM Spike
2025-09,Mizoram,Lawngtlai,796810,40.3,4.581081081081081,MoM Spike
2025-07,Mizoram,Lunglei,796730,86.80000000000001,5.968253968253969,MoM Spike
2025-12,Mizoram,Mamit,796410,5.8,3.533333333333333,MoM Spike
2025-10,Mizoram,Mamit,796421,27.700000000000003,14.10526315789474,MoM Spike
2025-10,Mizoram,Mammit,796421,10.8,10.8,MoM Spike
2025-07,Mizoram,Saiha,796901,81.9,4.526666666666667,MoM Spike
2025-09,Mizoram,Saiha,796911,36.0,3.8684210526315783,MoM Spike
2025-04,Nagaland,Chumukedima,797103,38.5,5.171875000000001,MoM Spike
2025-07,Nagaland,Dimapur,797103,94.2,10.333333333333332,MoM Spike
2025-07,Nagaland,Dimapur,797115,93.8,5.1558441558441555,MoM Spike
2025-07,Nagaland,Kiphire,798611,163.3,9.01829268292683,MoM Spike
2025-04,Nagaland,Kohima,797001,211.4,4.5025906735751295,MoM Spike
2025-07,Nagaland,Kohima,797001,149.0,7.823529411764706,MoM Spike
2025-09,Nagaland,Kohima,797002,55.2,9.407407407407408,MoM Spike
2025-04,Nagaland,Kohima,797003,59.0,6.894736842105263,MoM Spike
2025-04,Nagaland,Kohima,797005,80.9,6.184210526315789,MoM Spike
2025-04,Nagaland,Longleng,798625,196.1,13.492647058823527,MoM Spike
2025-07,Nagaland,Longleng,798625,184.3,16.157407407407405,MoM Spike
2025-11,Nagaland,Meluri,797114,23.5,4.212765957446808,MoM Spike
2025-07,Nagaland,Mokokchung,798601,127.1,7.427631578947367,MoM Spike
2025-09,Nagaland,Mokokchung,798604,35.0,4.625,MoM Spike
2025-07,Nagaland,Mon,798603,351.4,9.244186046511627,MoM Spike
2025-04,Nagaland,Noklak,798626,61.6,13.904761904761903,MoM Spike
2025-04,Nagaland,Peren,797110,293.0,5.821345707656613,MoM Spike
2025-09,Nagaland,Phek,797104,32.6,3.540540540540541,MoM Spike
2025-04,Nagaland,Phek,797107,136.4,7.378048780487806,MoM Spike
2025-04,Nagaland,Phek,797108,103.3,14.338235294117645,MoM Spike
2025-09,Nagaland,Phek,797108,51.7,5.127906976744185,MoM Spike
2025-09,Nagaland,Phek,797114,43.0,10.0,MoM Spike
2025-09,Nagaland,Shamator,798628,76.7,15.89130434782609,MoM Spike
2025-04,Nagaland,Tuensang,798612,274.3,3.3837579617834392,MoM Spike
2025-07,Nagaland,Tuensang,798612,156.0,3.563953488372093,MoM Spike
2025-07,Nagaland,Tuensang,798626,123.3,13.453488372093021,MoM Spike
2025-07,Nagaland,Wokha,797111,166.5,6.613636363636363,MoM Spike
2025-07,Nagaland,Zunheboto,798620,189.9,18.885416666666668,MoM Spike
2025-12,Odisha,Angul,759101,5.9,3.6,MoM Spike
2025-09,Odisha,Baleshwar,756035,22.1,5.078947368421052,MoM Spike
2025-09,Odisha,Baleshwar,756036,13.5,3.53125,MoM Spike
2025-10,Odisha,Baleshwar,756079,5.6,3.714285714285714,MoM Spike
2025-09,Odisha,Baleswar,756024,132.6,5.3619047619047615,MoM Spike
2025-09,Odisha,Baleswar,756035,103.0,3.727272727272727,MoM Spike
2025-09,Odisha,Bargarh,768030,201.1,6.066433566433566,MoM Spike
2025-06,Odisha,Bargarh,768042,158.4,3.528409090909091,MoM Spike
2025-09,Odisha,Baudh,762018,18.5,5.09375,MoM Spike
2025-07,Odisha,Bhadrak,756132,200.0,9.05,MoM Spike
2025-07,Odisha,Bhadrak,756133,175.0,4.945945945945946,MoM Spike
2025-07,Odisha,Bhadrak,756138,70.2,5.980392156862744,MoM Spike
2025-07,Odisha,Bhadrak,756167,16.8,4.933333333333334,MoM Spike
2025-07,Odisha,Bhadrak,756171,143.4,8.139240506329113,MoM Spike
2025-09,Odisha,Boudh,762013,62.900000000000006,3.5642857142857145,MoM Spike
2025-09,Odisha,Boudh,762020,80.6,4.23076923076923,MoM Spike
2025-07,Odisha,Cuttack,754009,86.80000000000001,3.4795918367346945,MoM Spike
2025-07,Odisha,Cuttack,754030,205.4,5.972972972972973,MoM Spike
2025-09,Odisha,Gajapati,761016,255.0,4.378151260504201,MoM Spike
2025-10,Odisha,Jagatsinghapur,754159,12.600000000000001,3.689655172413793,MoM Spike
2025-09,Odisha,Jagatsinghpur,754110,21.5,4.113636363636363,MoM Spike
2025-07,Odisha,Jajpur,754205,45.6,5.6571428571428575,MoM Spike
2025-07,Odisha,Jajpur,754250,15.4,4.466666666666667,MoM Spike
2025-07,Odisha,Jajpur,754292,36.2,3.8947368421052633,MoM Spike
2025-09,Odisha,Jajpur,755028,14.8,3.6470588235294117,MoM Spike
2025-09,Odisha,Kendrapara,754248,153.9,3.7808641975308634,MoM Spike
2025-09,Odisha,Kendujhar,758029,99.5,3.831730769230769,MoM Spike
2025-09,Odisha,Kendujhar,758030,53.900000000000006,3.357142857142857,MoM Spike
2025-09,Odisha,Kendujhar,758076,52.1,3.6578947368421053,MoM Spike
2025-09,Odisha,Kendujhar,758081,50.1,3.482456140350877,MoM Spike
2025-09,Odisha,Koraput,764041,46.1,3.617647058823529,MoM Spike
2025-12,Odisha,Koraput,764042,11.4,5.2,MoM Spike
2025-09,Odisha,Mayurbhanj,757036,98.6,4.03030303030303,MoM Spike
2025-09,Odisha,Nabarangapur,764049,142.9,4.450757575757575,MoM Spike
2025-09,Odisha,Nayagarh,752080,131.5,4.8628318584070795,MoM Spike
2025-09,Odisha,Nayagarh,752081,188.2,6.390624999999999,MoM Spike
2025-11,Odisha,Puri,752060,39.0,4.263157894736842,MoM Spike
2025-09,Odisha,Rayagada,765018,63.599999999999994,4.126984126984126,MoM Spike
2025-09,Odisha,Sundergarh,770040,145.3,3.460365853658537,MoM Spike
2025-09,Odisha,Sundergarh,770044,64.9,3.7071428571428577,MoM Spike
2025-09,Orissa,Balangir,767035,13.8,3.6250000000000004,MoM Spike
2025-11,Orissa,Baleshwar,756083,6.6,4.428571428571428,MoM Spike
2025-09,Orissa,Bargarh,768030,24.0,5.944444444444444,MoM Spike
2025-09,Orissa,Bhadrak,756100,31.1,3.8636363636363633,MoM Spike
2025-11,Orissa,Cuttack,753014,4.7,3.75,MoM Spike
2025-09,Orissa,Ganjam,761020,21.1,4.022727272727273,MoM Spike
2025-12,Orissa,Ganjam,761118,5.7,3.785714285714286,MoM Spike
2025-12,Orissa,Khordha,752035,4.1,4.1,MoM Spike
2025-09,Orissa,Khordha,752100,14.4,4.133333333333334,MoM Spike
2025-09,Orissa,Rayagada,765017,32.7,8.36111111111111,MoM Spike
2025-09,Pondicherry,Karaikal,609602,12.4,3.466666666666667,MoM Spike
2025-09,Pondicherry,Pondicherry,605003,18.200000000000003,3.3636363636363638,MoM Spike
2025-09,Pondicherry,Pondicherry,605009,42.2,4.0232558139534875,MoM Spike
2025-09,Pondicherry,Pondicherry,605102,14.9,4.3,MoM Spike
2025-11,Pondicherry,Pondicherry,605102,9.6,4.0476190476190474,MoM Spike
2025-09,Pondicherry,Pondicherry,605106,22.8,4.666666666666667,MoM Spike
2025-09,Pondicherry,Pondicherry,605107,21.200000000000003,4.842105263157895,MoM Spike
2025-09,Pondicherry,Pondicherry,605110,58.2,4.481481481481482,MoM Spike
2025-09,Pondicherry,Pondicherry,673310,15.200000000000001,4.4,MoM Spike
2025-09,Puducherry,Karaikal,609602,170.3,5.344444444444445,MoM Spike
2025-09,Puducherry,Karaikal,609604,58.3,4.701923076923077,MoM Spike
2025-09,Puducherry,Karaikal,609605,55.0,5.222222222222222,MoM Spike
2025-09,Puducherry,Karaikal,609606,48.4,5.675675675675675,MoM Spike
2025-09,Puducherry,Karaikal,609607,81.8,6.016949152542373,MoM Spike
2025-09,Puducherry,Karaikal,609609,95.6,4.962962962962962,MoM Spike
2025-09,Puducherry,Puducherry,533464,102.80000000000001,4.088235294117647,MoM Spike
2025-09,Puducherry,Puducherry,673310,42.6,3.9545454545454537,MoM Spike
2025-11,Punjab,Bathinda,151105,26.400000000000002,3.9818181818181824,MoM Spike
2025-09,Punjab,Firozpur,152002,24.1,3.826923076923077,MoM Spike
2025-06,Punjab,Hoshiarpur,144523,43.800000000000004,3.666666666666667,MoM Spike
2025-07,Punjab,Ludhiana,141002,134.2,4.827586206896551,MoM Spike
2025-11,Punjab,Ludhiana,141109,127.10000000000001,4.023529411764706,MoM Spike
2025-11,Punjab,Ludhiana,142030,15.7,3.394736842105263,MoM Spike
2025-12,Punjab,Ludhiana,142034,48.7,5.2125,MoM Spike
2025-09,Punjab,Muktsar,152107,29.200000000000003,4.392857142857142,MoM Spike
2025-07,Punjab,Sas Nagar (Mohali),140604,75.2,3.535714285714286,MoM Spike
2025-07,Punjab,Sas Nagar (Mohali),160014,41.800000000000004,4.631578947368421,MoM Spike
2025-07,Punjab,Sas Nagar (Mohali),160055,90.60000000000001,3.5800000000000005,MoM Spike
2025-07,Punjab,Sas Nagar (Mohali),160059,38.800000000000004,3.8536585365853666,MoM Spike
2025-07,Punjab,Sas Nagar (Mohali),160103,259.6,8.442028985507246,MoM Spike
2025-09,Rajasthan,Ajmer,305003,78.7,4.4589041095890405,MoM Spike
2025-09,Rajasthan,Ajmer,305402,69.4,4.101449275362319,MoM Spike
2025-07,Rajasthan,Alwar,301411,854.0,9.607940446650122,MoM Spike
2025-09,Rajasthan,Banswara,327021,336.6,5.138181818181819,MoM Spike
2025-06,Rajasthan,Banswara,327032,60.6,3.967741935483871,MoM Spike
2025-06,Rajasthan,Banswara,327034,66.60000000000001,3.828571428571429,MoM Spike
2025-09,Rajasthan,Baran,325215,358.5,5.465827338129496,MoM Spike
2025-09,Rajasthan,Baran,325216,670.5,3.8730043541364294,MoM Spike
2025-07,Rajasthan,Baran,325220,368.3,3.570544554455445,MoM Spike
2025-09,Rajasthan,Baran,325223,131.20000000000002,3.755395683453238,MoM Spike
2025-09,Rajasthan,Barmer,344021,179.3,4.302941176470589,MoM Spike
2025-09,Rajasthan,Barmer,344027,138.1,3.6366666666666663,MoM Spike
2025-06,Rajasthan,Barmer,344702,753.5,4.523426061493412,MoM Spike
